Age,Purchase Amount (USD),Review Rating,Frequency of Purchases,Gender_Male,Category_Clothing,Category_Footwear,Category_Outerwear,Season_Spring,Season_Summer,Season_Winter,Shipping Type_Express,Shipping Type_Free Shipping,Shipping Type_Next Day Air,Shipping Type_Standard,Shipping Type_Store Pickup,Payment Method_Cash,Payment Method_Credit Card,Payment Method_Debit Card,Payment Method_PayPal,Payment Method_Venmo,recency,spending_power,loyalty_score,satisfaction_score,deal_sensitivity,subscription_value,value_per_purchase,premium_customer,discount_driven,low_engagement
0.7189134397952563,-0.2856286395859996,-0.9075835732839896,4,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,0.2,0.22445574550637942,3.2141693289870594,-3.6303342931359586,2,4,-0.05712572791719992,0,1,0
-1.6486292371745563,0.1788521851833183,-0.9075835732839896,4,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0.2,-0.28912390391096787,2.383447741414933,-3.6303342931359586,2,4,0.03577043703666366,1,1,1
0.3900880679938935,0.5588819509036694,-0.9075835732839896,5,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0.16666666666666666,-0.09098010235557409,4.837210519666154,-4.537917866419948,2,5,0.09314699181727824,1,1,0
-1.5170990884540112,1.276715952819888,-0.3490265374929906,5,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.16666666666666666,2.0901209971177814,6.6371072927390955,-1.745132687464953,2,5,0.21278599213664798,1,1,0
0.0612626961925306,-0.4545307576839333,-1.4661406090749889,1,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.5,-0.1777328492432559,1.3910249113809057,-1.4661406090749889,2,1,-0.22726537884196665,0,1,1
0.1270277705528032,-1.6790711138939534,-1.1868620911794894,5,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,1.319465580109731,4.21416932898706,-5.934310455897447,2,5,-0.27984518564899225,0,1,0
1.245034034677437,1.0655883051974708,-0.7679443143362397,2,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.3333333333333333,1.7444823854962725,3.6371072927390955,-1.5358886286724793,2,2,0.3551961017324903,0,1,0
-1.1225086422923756,-1.0879137005511852,-0.7679443143362397,5,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0.16666666666666666,0.47835203811524757,4.560303323808779,-3.8397215716811983,2,5,-0.1813189500918642,0,1,0
-1.1882737166526482,1.5722946594912723,-1.6057798680227386,1,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,0.5,-1.8886269251299728,-0.20119146479900407,-1.6057798680227386,2,1,0.7861473297456362,0,1,1
0.8504435885158015,-1.2145902891246354,1.4662838288277564,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3333333333333333,1.7952842796013684,0.5219013393436205,2.932567657655513,2,2,-0.4048634297082118,0,1,1
0.5873832910747112,-1.0879137005511852,0.4888090161935076,4,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.2,-0.04883744315503863,4.044890916559186,1.9552360647740303,2,4,-0.21758274011023704,0,1,0
-0.925213419211558,0.3477543032812522,1.605923087775507,4,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.2,-0.36957166646409095,2.9372621331296838,6.423692351102028,2,4,0.06955086065625044,1,1,1
1.1135038859568918,0.516656421379186,1.0473660519845074,4,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,0.2,0.4166243526828976,4.806385705166969,4.1894642079380295,2,4,0.1033312842758372,1,1,0
1.376564183397982,-0.3700796986349665,1.3266445698800071,5,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.16666666666666666,-0.14471038136261002,5.391024911380906,6.633222849400036,2,5,-0.06167994977249441,0,1,0
1.3107991090377096,-0.2856286395859996,1.3266445698800071,5,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,0.16666666666666666,-0.17100738271520122,5.598705308273937,6.633222849400036,2,5,-0.04760477326433327,0,1,0
